6.98214E-02	1.034766
7.05196E-02	1.049624
7.12247E-02	1.065902
7.19369E-02	1.084606
7.26562E-02	1.105560
7.33827E-02	1.126240
7.41164E-02	1.145158
7.48575E-02	1.162416
7.56060E-02	1.177990
7.63620E-02	1.191939
7.71255E-02	1.204370
7.78967E-02	1.215264
7.86756E-02	1.224503
7.94623E-02	1.231821
8.02568E-02	1.236636
8.10593E-02	1.237240
8.18698E-02	1.235379
8.26885E-02	1.238136
8.35153E-02	1.248010
8.43503E-02	1.260593
8.51938E-02	1.272048
8.60456E-02	1.281354
8.69060E-02	1.289829
8.77750E-02	1.301036
8.86526E-02	1.317938
8.95391E-02	1.338809
9.04344E-02	1.358004
9.13386E-02	1.377503
9.22519E-02	1.402077
9.31744E-02	1.425680
9.41060E-02	1.442601
9.50470E-02	1.446582
9.59974E-02	1.441629
9.69573E-02	1.445146
9.79267E-02	1.456890
9.89059E-02	1.470505
9.98949E-02	1.487711
1.00894E-01	1.508878
1.01903E-01	1.533322
1.02921E-01	1.560693
1.03951E-01	1.590166
1.04990E-01	1.623784
1.06040E-01	1.662533
1.07100E-01	1.699263
1.08171E-01	1.728420
1.09253E-01	1.745129
1.10345E-01	1.749212
1.11448E-01	1.751025
1.12563E-01	1.754560
1.13688E-01	1.756805
1.14825E-01	1.746277
1.15973E-01	1.732785
1.17133E-01	1.743170
1.18304E-01	1.776007
1.19487E-01	1.829849
1.20682E-01	1.898678
1.21888E-01	1.964435
1.23107E-01	2.009692
1.24338E-01	2.025857
1.25581E-01	2.027361
1.26837E-01	2.024600
1.28105E-01	2.015900
1.29386E-01	1.998814
1.30680E-01	1.969362
1.31987E-01	1.937598
1.33306E-01	1.912352
1.34639E-01	1.887895
1.35986E-01	1.861610
1.37345E-01	1.836981
1.38719E-01	1.816682
1.40106E-01	1.798334
1.41507E-01	1.781051
1.42922E-01	1.764089
1.44351E-01	1.748911
1.45794E-01	1.737030
1.47252E-01	1.727671
1.48724E-01	1.718598
1.50211E-01	1.708028
1.51713E-01	1.696399
1.53230E-01	1.685403
1.54762E-01	1.675988
1.56310E-01	1.667560
1.57873E-01	1.659934
1.59451E-01	1.653007
1.61046E-01	1.646665
1.62656E-01	1.640837
1.64282E-01	1.635374
1.65925E-01	1.630056
1.67584E-01	1.624859
1.69260E-01	1.619821
1.70952E-01	1.614983
1.72662E-01	1.610173
1.74388E-01	1.604986
1.76132E-01	1.599814
1.77893E-01	1.595135
1.79672E-01	1.590770
1.81468E-01	1.586642
1.83283E-01	1.582710
1.85116E-01	1.578947
1.86966E-01	1.575331
1.88836E-01	1.571839
1.90724E-01	1.568439
1.92631E-01	1.565172
1.94557E-01	1.562070
1.96503E-01	1.559103
1.98468E-01	1.556257
2.00452E-01	1.553522
2.02456E-01	1.550890
2.04481E-01	1.548354
2.06525E-01	1.545909
2.08590E-01	1.543550
2.10676E-01	1.541272
2.12783E-01	1.539071
2.14910E-01	1.536943
2.17059E-01	1.534884
2.19230E-01	1.532892
2.21422E-01	1.530963
2.23636E-01	1.529095
2.25872E-01	1.527285
2.28130E-01	1.525530
2.30411E-01	1.523828
2.32715E-01	1.522177
2.35042E-01	1.520575
2.37392E-01	1.519020
2.39766E-01	1.517510
2.42164E-01	1.516043
2.44585E-01	1.514619
2.47031E-01	1.513234
2.49501E-01	1.511889
2.51995E-01	1.510580
2.54515E-01	1.509308
2.57060E-01	1.508070
2.59630E-01	1.506866
2.62226E-01	1.505695
2.64848E-01	1.504555
2.67497E-01	1.503445
2.70171E-01	1.502364
2.72873E-01	1.501312
2.75601E-01	1.500287
2.78357E-01	1.499288
2.81140E-01	1.498315
2.83951E-01	1.497367
2.86791E-01	1.496443
2.89658E-01	1.495543
2.92555E-01	1.494665
2.95480E-01	1.493809
2.98434E-01	1.492974
3.01419E-01	1.492160
3.04432E-01	1.491366
3.07476E-01	1.490591
3.10551E-01	1.489835
3.13656E-01	1.489098
3.16792E-01	1.488379
3.19960E-01	1.487676
3.23159E-01	1.486991
3.26391E-01	1.486322
3.29654E-01	1.485668
3.32950E-01	1.485031
3.36280E-01	1.484408
3.39642E-01	1.483800
3.43038E-01	1.483206
3.46468E-01	1.482626
3.49933E-01	1.482059
3.53432E-01	1.481506
3.56966E-01	1.480965
3.60535E-01	1.480437
3.64140E-01	1.479921
3.67781E-01	1.479416
3.71458E-01	1.478923
3.75173E-01	1.478442
3.78924E-01	1.477971
3.82713E-01	1.477511
3.86540E-01	1.477061
3.90405E-01	1.476621
3.94308E-01	1.476191
3.98251E-01	1.475771
4.02233E-01	1.475360
4.06255E-01	1.474958
4.10317E-01	1.474565
4.14420E-01	1.474181
4.18564E-01	1.473805
4.22749E-01	1.473438
4.26976E-01	1.473078
4.31245E-01	1.472727
4.35558E-01	1.472383
4.39913E-01	1.472047
4.44311E-01	1.471718
4.48754E-01	1.471396
4.53241E-01	1.471081
4.57773E-01	1.470773
4.62350E-01	1.470471
4.66973E-01	1.470176
4.71643E-01	1.469888
4.76359E-01	1.469605
4.81122E-01	1.469329
4.85933E-01	1.469058
4.90792E-01	1.468794
4.95699E-01	1.468535
5.00655E-01	1.468281
5.05662E-01	1.468033
5.10718E-01	1.467790
5.15824E-01	1.467553
5.20982E-01	1.467320
5.26191E-01	1.467092
5.31453E-01	1.466869
5.36767E-01	1.466651
5.42134E-01	1.466437
5.47555E-01	1.466228
5.53030E-01	1.466023
5.58560E-01	1.465823
5.64145E-01	1.465627
5.69786E-01	1.465434
5.75483E-01	1.465246
5.81237E-01	1.465062
5.87049E-01	1.464882
5.92919E-01	1.464705
5.98848E-01	1.464532
6.04835E-01	1.464363
6.10883E-01	1.464197
6.16991E-01	1.464034
6.23161E-01	1.463875
6.29392E-01	1.463720
6.35685E-01	1.463567
6.42041E-01	1.463418
6.48461E-01	1.463271
6.54945E-01	1.463128
6.61494E-01	1.462988
6.68108E-01	1.462850
6.74789E-01	1.462716
6.81536E-01	1.462584
6.88351E-01	1.462455
6.95234E-01	1.462328
7.02185E-01	1.462204
7.09206E-01	1.462083
7.16298E-01	1.461964
7.23460E-01	1.461847
7.30694E-01	1.461733
7.38000E-01	1.461622
7.45379E-01	1.461512
7.52833E-01	1.461405
7.60360E-01	1.461300
7.67963E-01	1.461197
7.75642E-01	1.461096
7.83398E-01	1.460997
7.91231E-01	1.460900
7.99142E-01	1.460806
8.07133E-01	1.460713
8.15204E-01	1.460622
8.23355E-01	1.460533
8.31588E-01	1.460445
8.39903E-01	1.460360
8.48301E-01	1.460276
8.56783E-01	1.460194
8.65350E-01	1.460113
8.74003E-01	1.460034
8.82742E-01	1.459957
8.91569E-01	1.459881
9.00483E-01	1.459807
9.09487E-01	1.459734
9.18581E-01	1.459663
9.27766E-01	1.459593
9.37043E-01	1.459525
9.46413E-01	1.459458
9.55876E-01	1.459392
9.65434E-01	1.459328
9.75087E-01	1.459265
9.84837E-01	1.459203
9.94684E-01	1.459143
1.00463E+00	1.459083
1.01468E+00	1.459025
1.02482E+00	1.458968
1.03507E+00	1.458912
1.04542E+00	1.458858
1.05587E+00	1.458804
1.06643E+00	1.458752
1.07709E+00	1.458700
1.08786E+00	1.458650
1.09874E+00	1.458600
1.10973E+00	1.458552
1.12082E+00	1.458504
1.13203E+00	1.458458
1.14335E+00	1.458412
1.15478E+00	1.458368
1.16633E+00	1.458324
1.17799E+00	1.458281
1.18977E+00	1.458239
1.20167E+00	1.458198
1.21368E+00	1.458157
1.22582E+00	1.458118
1.23807E+00	1.458079
1.25045E+00	1.458041
1.26296E+00	1.458004
1.27558E+00	1.457967
1.28834E+00	1.457931
1.30122E+00	1.457896
1.31423E+00	1.457862
1.32737E+00	1.457828
1.34065E+00	1.457795
1.35405E+00	1.457763
1.36759E+00	1.457731
1.38127E+00	1.457700
1.39508E+00	1.457669
1.40903E+00	1.457640
1.42311E+00	1.457610
1.43734E+00	1.457582
1.45172E+00	1.457553
1.46623E+00	1.457526
1.48089E+00	1.457499
1.49570E+00	1.457472
1.51066E+00	1.457447
