2.99714E-02	0.902641
3.02711E-02	0.901360
3.05738E-02	0.900070
3.08795E-02	0.898776
3.11882E-02	0.897480
3.15001E-02	0.896181
3.18151E-02	0.894879
3.21332E-02	0.893574
3.24545E-02	0.892272
3.27790E-02	0.890978
3.31067E-02	0.889702
3.34378E-02	0.888465
3.37721E-02	0.887297
3.41098E-02	0.886214
3.44509E-02	0.885174
3.47954E-02	0.883982
3.51433E-02	0.882511
3.54947E-02	0.880785
3.58496E-02	0.878678
3.62080E-02	0.876481
3.65701E-02	0.874556
3.69358E-02	0.872787
3.73051E-02	0.871074
3.76781E-02	0.869363
3.80548E-02	0.867610
3.84354E-02	0.865776
3.88197E-02	0.863816
3.92078E-02	0.861676
3.95999E-02	0.859282
3.99958E-02	0.856515
4.03958E-02	0.853138
4.07997E-02	0.848890
4.12076E-02	0.844123
4.16197E-02	0.839750
4.20358E-02	0.836220
4.24561E-02	0.833486
4.28807E-02	0.831514
4.33094E-02	0.830332
4.37425E-02	0.830106
4.41799E-02	0.831546
4.46216E-02	0.835363
4.50678E-02	0.840168
4.55184E-02	0.842632
4.59736E-02	0.840353
4.64333E-02	0.834485
4.68975E-02	0.828622
4.73665E-02	0.824426
4.78401E-02	0.821603
4.83185E-02	0.820021
4.88016E-02	0.819896
4.92896E-02	0.821242
4.97824E-02	0.823304
5.02802E-02	0.825546
5.07829E-02	0.828171
5.12907E-02	0.831901
5.18036E-02	0.834838
5.23216E-02	0.833377
5.28447E-02	0.829407
5.33731E-02	0.827279
5.39068E-02	0.827432
5.44458E-02	0.826690
5.49902E-02	0.824603
5.55401E-02	0.827179
5.60954E-02	0.836419
5.66563E-02	0.847178
5.72228E-02	0.856583
5.77950E-02	0.864840
5.83729E-02	0.871787
5.89566E-02	0.877083
5.95461E-02	0.881709
6.01415E-02	0.887230
6.07428E-02	0.893026
6.13502E-02	0.898025
6.19637E-02	0.903174
6.25832E-02	0.909970
6.32090E-02	0.918486
6.38410E-02	0.927667
6.44794E-02	0.937008
6.51241E-02	0.946536
6.57753E-02	0.955843
6.64330E-02	0.966053
6.70973E-02	0.979802
6.77682E-02	0.995102
6.84458E-02	1.008374
6.91302E-02	1.021010
