   3.2000000e+02	   1.7097486e+00	
   3.2200000e+02	   1.7200231e+00	
   3.2400000e+02	   1.7319970e+00	
   3.2600000e+02	   1.7458020e+00	
   3.2800000e+02	   1.7615657e+00	
   3.3000000e+02	   1.7794073e+00	
   3.3200000e+02	   1.7994327e+00	
   3.3400000e+02	   1.8217289e+00	
   3.3600000e+02	   1.8463575e+00	
   3.3800000e+02	   1.8733479e+00	
   3.4000000e+02	   1.9026909e+00	
   3.4200000e+02	   1.9343320e+00	
   3.4400000e+02	   1.9681656e+00	
   3.4600000e+02	   2.0040311e+00	
   3.4800000e+02	   2.0417109e+00	
   3.5000000e+02	   2.0809307e+00	
   3.5200000e+02	   2.1213631e+00	
   3.5400000e+02	   2.1626346e+00	
   3.5600000e+02	   2.2043353e+00	
   3.5800000e+02	   2.2460312e+00	
   3.6000000e+02	   2.2872796e+00	
   3.6200000e+02	   2.3276438e+00	
   3.6400000e+02	   2.3667092e+00	
   3.6600000e+02	   2.4040972e+00	
   3.6800000e+02	   2.4394771e+00	
   3.7000000e+02	   2.4725753e+00	
   3.7200000e+02	   2.5031805e+00	
   3.7400000e+02	   2.5311461e+00	
   3.7600000e+02	   2.5563887e+00	
   3.7800000e+02	   2.5788841e+00	
   3.8000000e+02	   2.5986614e+00	
   3.8200000e+02	   2.6157954e+00	
   3.8400000e+02	   2.6303981e+00	
   3.8600000e+02	   2.6426109e+00	
   3.8800000e+02	   2.6525960e+00	
   3.9000000e+02	   2.6605294e+00	
   3.9200000e+02	   2.6665948e+00	
   3.9400000e+02	   2.6709775e+00	
   3.9600000e+02	   2.6738610e+00	
   3.9800000e+02	   2.6754230e+00	
   4.0000000e+02	   2.6758331e+00	
   4.0200000e+02	   2.6752515e+00	
   4.0400000e+02	   2.6738275e+00	
   4.0600000e+02	   2.6716992e+00	
   4.0800000e+02	   2.6689935e+00	
   4.1000000e+02	   2.6658264e+00	
   4.1200000e+02	   2.6623029e+00	
   4.1400000e+02	   2.6585183e+00	
   4.1600000e+02	   2.6545583e+00	
   4.1800000e+02	   2.6505001e+00	
   4.2000000e+02	   2.6464130e+00	
   4.2200000e+02	   2.6423589e+00	
   4.2400000e+02	   2.6383935e+00	
   4.2600000e+02	   2.6345666e+00	
   4.2800000e+02	   2.6309224e+00	
   4.3000000e+02	   2.6275009e+00	
   4.3200000e+02	   2.6243374e+00	
   4.3400000e+02	   2.6214637e+00	
   4.3600000e+02	   2.6189080e+00	
   4.3800000e+02	   2.6166954e+00	
   4.4000000e+02	   2.6148479e+00	
   4.4200000e+02	   2.6133851e+00	
   4.4400000e+02	   2.6123238e+00	
   4.4600000e+02	   2.6116784e+00	
   4.4800000e+02	   2.6114608e+00	
   4.5000000e+02	   2.6116808e+00	
   4.5200000e+02	   2.6123456e+00	
   4.5400000e+02	   2.6134599e+00	
   4.5600000e+02	   2.6150262e+00	
   4.5800000e+02	   2.6170441e+00	
   4.6000000e+02	   2.6195109e+00	
   4.6200000e+02	   2.6224207e+00	
   4.6400000e+02	   2.6257650e+00	
   4.6600000e+02	   2.6295323e+00	
   4.6800000e+02	   2.6337081e+00	
   4.7000000e+02	   2.6382745e+00	
   4.7200000e+02	   2.6432107e+00	
   4.7400000e+02	   2.6484926e+00	
   4.7600000e+02	   2.6540930e+00	
   4.7800000e+02	   2.6599816e+00	
   4.8000000e+02	   2.6661253e+00	
   4.8200000e+02	   2.6724883e+00	
   4.8400000e+02	   2.6790321e+00	
   4.8600000e+02	   2.6857164e+00	
   4.8800000e+02	   2.6924989e+00	
   4.9000000e+02	   2.6993361e+00	
   4.9200000e+02	   2.7061835e+00	
   4.9400000e+02	   2.7129963e+00	
   4.9600000e+02	   2.7197298e+00	
   4.9800000e+02	   2.7263400e+00	
   5.0000000e+02	   2.7327842e+00	
   5.0200000e+02	   2.7390214e+00	
   5.0400000e+02	   2.7450127e+00	
   5.0600000e+02	   2.7507221e+00	
   5.0800000e+02	   2.7561167e+00	
   5.1000000e+02	   2.7611668e+00	
   5.1200000e+02	   2.7658465e+00	
   5.1400000e+02	   2.7701338e+00	
   5.1600000e+02	   2.7740108e+00	
   5.1800000e+02	   2.7774634e+00	
   5.2000000e+02	   2.7804817e+00	
   5.2200000e+02	   2.7830597e+00	
   5.2400000e+02	   2.7851948e+00	
   5.2600000e+02	   2.7868885e+00	
   5.2800000e+02	   2.7881451e+00	
   5.3000000e+02	   2.7889722e+00	
   5.3200000e+02	   2.7893798e+00	
   5.3400000e+02	   2.7893804e+00	
   5.3600000e+02	   2.7889886e+00	
   5.3800000e+02	   2.7882205e+00	
   5.4000000e+02	   2.7870938e+00	
   5.4200000e+02	   2.7856271e+00	
   5.4400000e+02	   2.7838398e+00	
   5.4600000e+02	   2.7817518e+00	
   5.4800000e+02	   2.7793833e+00	
   5.5000000e+02	   2.7767547e+00	
   5.5200000e+02	   2.7738860e+00	
   5.5400000e+02	   2.7707971e+00	
   5.5600000e+02	   2.7675073e+00	
   5.5800000e+02	   2.7640357e+00	
   5.6000000e+02	   2.7604002e+00	
   5.6200000e+02	   2.7566185e+00	
   5.6400000e+02	   2.7527073e+00	
   5.6600000e+02	   2.7486824e+00	
   5.6800000e+02	   2.7445589e+00	
   5.7000000e+02	   2.7403511e+00	
   5.7200000e+02	   2.7360722e+00	
   5.7400000e+02	   2.7317348e+00	
   5.7600000e+02	   2.7273506e+00	
   5.7800000e+02	   2.7229305e+00	
   5.8000000e+02	   2.7184846e+00	
   5.8200000e+02	   2.7140222e+00	
   5.8400000e+02	   2.7095520e+00	
   5.8600000e+02	   2.7050819e+00	
   5.8800000e+02	   2.7006193e+00	
   5.9000000e+02	   2.6961707e+00	
   5.9200000e+02	   2.6917425e+00	
   5.9400000e+02	   2.6873401e+00	
   5.9600000e+02	   2.6829686e+00	
   5.9800000e+02	   2.6786327e+00	
   6.0000000e+02	   2.6743365e+00	
   6.0200000e+02	   2.6700839e+00	
   6.0400000e+02	   2.6658782e+00	
   6.0600000e+02	   2.6617226e+00	
   6.0800000e+02	   2.6576198e+00	
   6.1000000e+02	   2.6535723e+00	
   6.1200000e+02	   2.6495823e+00	
   6.1400000e+02	   2.6456519e+00	
   6.1600000e+02	   2.6417828e+00	
   6.1800000e+02	   2.6379767e+00	
   6.2000000e+02	   2.6342349e+00	
   6.2200000e+02	   2.6305587e+00	
   6.2400000e+02	   2.6269494e+00	
   6.2600000e+02	   2.6234078e+00	
   6.2800000e+02	   2.6199350e+00	
   6.3000000e+02	   2.6165318e+00	
   6.3200000e+02	   2.6131989e+00	
   6.3400000e+02	   2.6099371e+00	
   6.3600000e+02	   2.6067470e+00	
   6.3800000e+02	   2.6036292e+00	
   6.4000000e+02	   2.6005844e+00	
   6.4200000e+02	   2.5976131e+00	
   6.4400000e+02	   2.5947160e+00	
   6.4600000e+02	   2.5918935e+00	
   6.4800000e+02	   2.5891464e+00	
   6.5000000e+02	   2.5864752e+00	
   6.5200000e+02	   2.5838806e+00	
   6.5400000e+02	   2.5813633e+00	
   6.5600000e+02	   2.5789241e+00	
   6.5800000e+02	   2.5765637e+00	
   6.6000000e+02	   2.5742832e+00	
   6.6200000e+02	   2.5720833e+00	
   6.6400000e+02	   2.5699653e+00	
   6.6600000e+02	   2.5679301e+00	
   6.6800000e+02	   2.5659792e+00	
   6.7000000e+02	   2.5641137e+00	
   6.7200000e+02	   2.5623352e+00	
   6.7400000e+02	   2.5606454e+00	
   6.7600000e+02	   2.5590459e+00	
   6.7800000e+02	   2.5575386e+00	
   6.8000000e+02	   2.5561257e+00	
   6.8200000e+02	   2.5548092e+00	
   6.8400000e+02	   2.5535918e+00	
   6.8600000e+02	   2.5524758e+00	
   6.8800000e+02	   2.5514642e+00	
   6.9000000e+02	   2.5505599e+00	
   6.9200000e+02	   2.5497661e+00	
   6.9400000e+02	   2.5490862e+00	
   6.9600000e+02	   2.5485238e+00	
   6.9800000e+02	   2.5480829e+00	
   7.0000000e+02	   2.5477675e+00	
   7.0200000e+02	   2.5475818e+00	
   7.0400000e+02	   2.5475304e+00	
   7.0600000e+02	   2.5476179e+00	
   7.0800000e+02	   2.5478491e+00	
   7.1000000e+02	   2.5482289e+00	
   7.1200000e+02	   2.5487623e+00	
   7.1400000e+02	   2.5494540e+00	
